COL,CP,TIPO PENSION,EDAD,MUNICIPIO,CIUDAD
POBLADO EL NAYAR,34144,CE,52,Durango,Victoria de Durango
SAN ISIDRO,35156,CE,52,Lerdo,Ciudad Lerdo
MORGA,34010,CE,51,Durango,Victoria de Durango
HECTOR M DOMINGUEZ,34010,CE,51,Durango,Victoria de Durango
CAMINOS DEL SOL,34236,IG,50,Durango,Victoria de Durango
CUAUHTEMOC,06500,CE,50,,
BENITO JUAREZ,34120,CE,50,Durango,Victoria de Durango
LOC. VERGEL,35100,CE,49,Gómez Palacio,
LOPEZ MATEOS,34210,CE,49,Durango,Victoria de Durango
BARRIO DE TIERRA BLANCA,34139,CE,48,Durango,Victoria de Durango
FRACC JARDINES DE DURANGO,34200,CE,48,Durango,Victoria de Durango
RANCHO SAN JERONIMO,34956,IPP,48,Pueblo Nuevo,
COL. J GPE RODRIGUEZ,34280,CE,47,Durango,Victoria de Durango
ARTURO GAMIZ,34218,VI,47,Durango,Victoria de Durango
AMPL. BELLAVISTA,35058,CE,46,Gómez Palacio,Gómez Palacio
HECTOR MAYAGOYTIA,35060,CE,46,Gómez Palacio,Gómez Palacio
FRACC. CANELAS,34290,CE,46,Durango,Victoria de Durango
MIRAVALLE,35015,VE,45,Gómez Palacio,Gómez Palacio
COL. DIVISION DEL NORTE,34140,VI,45,Durango,Victoria de Durango
JARDINES DE SAN ANTONIO,34227,CE,45,Durango,Victoria de Durango
SANTA AMELIA,34205,VI,45,Durango,Victoria de Durango
VILLAS DEL GUADINA,34224,IN,45,Durango,Victoria de Durango
15 DE OCTUBRE,34306,IN,44,Durango,
309 A,34630,CE,43,Santiago Papasquiaro,Santiago Papasquiaro
JOSE ANGEL LEAL,34206,CE,43,Durango,Victoria de Durango
SAN ISIDRO,35156,IN,43,Lerdo,Ciudad Lerdo
COL. ARROYO SECO,34147,VO,42,Durango,Victoria de Durango
RUBEN JARAMILLO,35040,CE,41,Gómez Palacio,Gómez Palacio
SAN IGNACIO,34204,VO,41,Durango,Victoria de Durango
CENTRO,35000,CE,40,Gómez Palacio,Gómez Palacio
CENTRO,35000,IN,40,Gómez Palacio,Gómez Palacio
LOC. LA LOMA,35190,IN,40,Lerdo,
JOSE LOPEZ PORTILLO,35026,CE,39,Gómez Palacio,Gómez Palacio
DOM. CONOCIDO EJ. LA POPULAR,35130,VO,39,Gómez Palacio,
COL. GUADALUPE,34020,CE,38,Durango,Victoria de Durango
NOGALES,35025,CE,37,Gómez Palacio,Gómez Palacio
TEPEHUANES,35600,CE,37,Tepehuanes,
EJIDAL,34450,CE,36,Canatlán,Canatlán
FRAY DIEGO DE LA CADENA,34210,IPP,36,Durango,Victoria de Durango
EJIDAL,34187,IN,35,Durango,Victoria de Durango
EJIDAL,34187,IN,35,Durango,Victoria de Durango
DIVISION DEL NORTE,34140,CE,34,Durango,Victoria de Durango
DOM. CONOCIDO EJ. LAS HUERTAS,35140,IPP,34,Gómez Palacio,
ASENTAMIENTOS HUMANOS,34145,IG,34,Durango,Victoria de Durango
LUZ Y ESPERANZA,34017,VO,34,Durango,Victoria de Durango
EJIDO NVO. GOMEZ,35025,CE,33,Gómez Palacio,Gómez Palacio
2023-12-12 00:00:00,34124,VO,33,Durango,Victoria de Durango
LOC MARTHA,35239,VE,31,Mapimí,
FRACC EL DORADO,35028,VE,62,Gómez Palacio,Gómez Palacio
LOC FRANCISCO VILLA,35188,VI,61,Lerdo,
SAN ISIDRO,35156,VE,53,Lerdo,Ciudad Lerdo
AMPL. SANTA ROSA,35047,CE,50,Gómez Palacio,Gómez Palacio
EL DORADO,35028,CE,50,Gómez Palacio,Gómez Palacio
LOC. LA LOMA,35190,CE,49,Lerdo,
FRACC. TORREMOLINOS,35049,CE,46,Gómez Palacio,Gómez Palacio
EL DORADO,35028,CE,46,Gómez Palacio,Gómez Palacio
FRACC RINCONADA DEL SOL,34228,CE,42,Durango,Victoria de Durango
COL JUAREZ,34950,CE,37,Pueblo Nuevo,
MPIO LERDO DGO,35189,CE,32,Lerdo,
ALAMEDA,35800,VI,36,Cuencamé,
VALENTIN FOMEZ FARIAS,34010,CE,51,Durango,Victoria de Durango
FRANCISCO ZARCO,35050,IPP,51,Gómez Palacio,Gómez Palacio
RICARDO F MAGON,35090,IN,49,Gómez Palacio,Gómez Palacio
SANTA MARIA,34050,IN,35,Durango,Victoria de Durango
CENTRO,35000,VI,32,Gómez Palacio,Gómez Palacio
CENTRO,35000,VI,32,Gómez Palacio,Gómez Palacio
CARRILLO PUERTO,35010,IPP,66,Gómez Palacio,Gómez Palacio
SAN ANGEL,34106,CE,10,Durango,Victoria de Durango
BELLA VISTA,35050,CE,52,Gómez Palacio,Gómez Palacio
COL. SAN MARTIN DE PORRES,34030,CE,46,Durango,Victoria de Durango
DOMINGO ARRIETA,34180,CE,45,Durango,Victoria de Durango
POBLADO IGNACIO ALTAMIRANO,34404,IN,21,Canatlán,
FIDEL VELAZQUEZ,35025,IPP,21,Gómez Palacio,Gómez Palacio
EL QUEMADO DGO,35118,IPP,19,Gómez Palacio,
FRANCISCO ZARCO,34210,IPP,18,Durango,Victoria de Durango
VALLE DEL GUADOANA,34166,IPP,17,Durango,Victoria de Durango
LOS ALAMOS,35024,IPP,14,Gómez Palacio,Gómez Palacio
SANTIAGO PAPASQUIARO,34630,IPP,13,Santiago Papasquiaro,Santiago Papasquiaro
COL. GUADALUPE,34020,VI,66,Durango,Victoria de Durango
POBLADO SANTIAGO BAYACORA,34301,VI,65,,
ANALCO,34139,VE,63,Durango,Victoria de Durango
COL. EMILAINO ZAPATA,34230,VI,62,Durango,Victoria de Durango
GUSTAVO DIAZ ORDAZ,34120,VI,61,Durango,Victoria de Durango
LOC. EL NAYAR,34340,VI,60,Durango,
AZTECA,34190,VI,59,Durango,Victoria de Durango
HECTOR MAYAGOITIA DOMINGUEZ,35060,VI,58,Gómez Palacio,Gómez Palacio
VICENTE GUERRERO,34948,VE,57,Pueblo Nuevo,El Salto
JUAN LIRA,34188,VI,56,Durango,Victoria de Durango
JOYAS DEL VALLE,34237,VE,56,Durango,Victoria de Durango
J. GPE RODRIGUEZ,34280,VE,55,Durango,Victoria de Durango
GUADALUPE VICTORIA,34700,VE,55,Guadalupe Victoria,
FRACC JOYAS DEL VALLE,34237,VI,54,Durango,Victoria de Durango
VALLE FLORIDO,34234,VI,53,Durango,Victoria de Durango
ASENTAMIENTOS,34145,CE,53,Durango,Victoria de Durango
FIDEL VELAZQUEZ I,34229,CE,53,Durango,Victoria de Durango
MIRAMAR,34169,CE,53,Durango,Victoria de Durango
AMPL. OTILIO MONTAﾃ前,35049,VI,52,Gómez Palacio,Gómez Palacio
BARRIO DE TIERRA BLANCA,34139,VI,52,Durango,Victoria de Durango
CDA DE FERROCARRIL,34227,IN,52,Durango,Victoria de Durango
LAS ALAMEDAS,34237,CE,52,Durango,Victoria de Durango
JARDINES DE DURANGO,34200,CE,51,Durango,Victoria de Durango
MORGA,34010,CE,51,Durango,Victoria de Durango
LA CIUDAD,34955,CE,51,Pueblo Nuevo,
LOC EL VERGEL,35120,VI,50,Gómez Palacio,
EJIDO 29 DE AGOSTO,35112,VE,50,Gómez Palacio,
HECTOR MAYAGOITIA,34010,CE,50,Durango,Victoria de Durango
CUAUHTEMOC,06500,CE,50,,
FIDEL VELAZQUEZ,35025,CE,50,Gómez Palacio,Gómez Palacio
JARDINES DE CANCUN,34169,CE,50,Durango,Victoria de Durango
LOPEZ MATEOS,34210,CE,49,Durango,Victoria de Durango
FIDEL VELAZQUEZ,35025,CE,49,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,35025,IN,49,Gómez Palacio,Gómez Palacio
MORELOS,34940,IN,49,Pueblo Nuevo,El Salto
GUADALUPE VICTORIA,34700,CE,48,Guadalupe Victoria,
CESAR G MERAZ,35169,CE,47,Lerdo,Ciudad Lerdo
ARTURO GAMIZ,34218,VI,47,Durango,Victoria de Durango
FIDEL VELAZQUEZ 1,34229,CE,46,Durango,Victoria de Durango
FRACC. CANELAS,34290,CE,46,Durango,Victoria de Durango
EL DORADO,35028,CE,46,Gómez Palacio,Gómez Palacio
FRACC. JARDINES DE SAN ANTONIO,34227,IPP,46,Durango,Victoria de Durango
PICACHOS,34167,VI,45,Durango,Victoria de Durango
COL. DIVISION DEL NORTE,34140,VI,45,Durango,Victoria de Durango
JARDINES DE SAN ANTONIO,34227,CE,45,Durango,Victoria de Durango
SANTA AMELIA,34205,VI,45,Durango,Victoria de Durango
COL. FIDEL VELAZQUEZ,35025,CE,44,Gómez Palacio,Gómez Palacio
EJ NOE,35136,CE,44,Gómez Palacio,
FILADELFIA,35010,CE,43,Gómez Palacio,Gómez Palacio
FRACC. CANELAS,34290,CE,43,Durango,Victoria de Durango
HUIZACHE I,34160,CE,43,Durango,Victoria de Durango
SAN ISIDRO,35156,IN,43,Lerdo,Ciudad Lerdo
CENTRO,35150,VI,42,Lerdo,Ciudad Lerdo
LOCALIDAD 5 DE FEBRERO,34305,VE,41,Durango,
COL GUADALUPE,34020,CE,41,Durango,Victoria de Durango
CENTRO,35000,CE,40,Gómez Palacio,Gómez Palacio
LOC. LA LOMA,35190,IN,40,Lerdo,
DOM. CONOCIDO EJ. LA POPULAR,35130,VO,39,Gómez Palacio,
FRAY DIEGO DE LA CADENA,34210,IPP,36,Durango,Victoria de Durango
LOS NOGALES,34636,CE,35,Santiago Papasquiaro,Santiago Papasquiaro
FRACC RINCONADAS HAMBURGO,35018,IN,34,Gómez Palacio,Gómez Palacio
2023-12-12 00:00:00,34124,VO,33,Durango,Victoria de Durango
FRACC. EUCALIPTOS,34204,IN,33,Durango,Victoria de Durango
EL NAYAR,34303,IPP,32,Durango,
LA VIRGEN,34049,IN,32,Durango,Victoria de Durango
LUZ DEL CARMEN,34164,CE,31,Durango,Victoria de Durango
LUZ DEL CARMEN,34164,CE,31,Durango,Victoria de Durango
CENTRO,35800,IN,31,Cuencamé,
JOSE LOPEZ PORTILLO,35026,IPP,30,Gómez Palacio,Gómez Palacio
SANTA ROSA,35059,VO,30,Gómez Palacio,Gómez Palacio
SANTA ROSA,35059,VO,30,Gómez Palacio,Gómez Palacio
SANTA ROSA,35059,VO,30,Gómez Palacio,Gómez Palacio
SANTA ROSA,35059,VO,30,Gómez Palacio,Gómez Palacio
FRACC VILLAS EL REFUGIO,35146,IN,18,Gómez Palacio,
LOC FRANCISCO VILLA,35188,VI,61,Lerdo,
MIGUEL DE LA MADRID HURTADO,35015,VI,56,Gómez Palacio,Gómez Palacio
FRCC. FILADELFIA,35010,VI,54,Gómez Palacio,Gómez Palacio
FRANCISCO VILLA,35154,CE,50,Lerdo,Ciudad Lerdo
CENTRO,35000,CE,50,Gómez Palacio,Gómez Palacio
LOC. LA LOMA,35190,CE,49,Lerdo,
LOC TRANSPORTE,35140,CE,48,Gómez Palacio,
CENTRO,35150,IPP,38,Lerdo,Ciudad Lerdo
LOC PICARDIAS,35189,CE,32,Lerdo,
ESTACION COYOTES,34950,VE,52,Pueblo Nuevo,
TLAHUALILO POB,35250,CE,43,Tlahualilo,
ALAMEDA,35800,VI,36,Cuencamé,
VIVAH REFORMA,34164,VO,28,Durango,Victoria de Durango
IGNACIO ALLENDE,34723,VI,35,Guadalupe Victoria,
FRANCISCO ZARCO,35050,IPP,51,Gómez Palacio,Gómez Palacio
CENTRO,35000,VI,32,Gómez Palacio,Gómez Palacio
CENTRO,35000,VI,32,Gómez Palacio,Gómez Palacio
CARRILLO PUERTO,35010,IPP,66,Gómez Palacio,Gómez Palacio
COL. SAN MARTIN DE PORRES,34030,CE,46,Durango,Victoria de Durango
SAUCES,35158,IN,40,Lerdo,Ciudad Lerdo
CENTRO,35000,VI,52,Gómez Palacio,Gómez Palacio
FRACC. CERRO LINDO,35049,CE,49,Gómez Palacio,Gómez Palacio
DOMINGO ARRIETA,34180,CE,45,Durango,Victoria de Durango
EL BARRO,35112,IPP,24,Gómez Palacio,
DOM. CONOCIDO EJ. EL CASTILLO,35141,IN,23,Gómez Palacio,
AZTECA,34190,VI,59,Durango,Victoria de Durango
VILLA NAPOLES,35018,CE,52,Gómez Palacio,Gómez Palacio
SAN CARLOS,34168,CE,51,Durango,Victoria de Durango
FRACC. TORREMOLINOS,35015,CE,51,Gómez Palacio,Gómez Palacio
RINC HAMBURGO,35018,CE,51,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34890,VI,50,Vicente Guerrero,Vicente Guerrero
ZONA CENTRO,34000,VI,50,Durango,Victoria de Durango
CAMINOS DEL SOL,34236,IG,50,Durango,Victoria de Durango
FRACC. VALLE DEL NAZAS,35070,CE,50,Gómez Palacio,Gómez Palacio
FRACC. CIUDAD INDUSTRIAL,34208,CE,50,Durango,Victoria de Durango
FIDEL VELAZQUEZ,35025,CE,49,Gómez Palacio,Gómez Palacio
LOC. SAN JACINTO,35173,CE,48,Lerdo,
BARRIO DE TIERRA BLANCA,34139,CE,48,Durango,Victoria de Durango
LOC PASTOR ROUAIX,35133,CE,48,Gómez Palacio,
JOSE MA. MORELOS Y PAVON,34390,CE,47,Durango,
EJ CANDIDO AGUILAR,35134,CE,47,Gómez Palacio,
EJIDO CANDIDO AGUILAR,35134,CE,47,Gómez Palacio,
PICACHOS,34167,VI,45,Durango,Victoria de Durango
FRACC. SAN ANGEL,35159,IN,45,Lerdo,Ciudad Lerdo
JOSE MARIA MORELOS,34197,VO,45,Durango,Victoria de Durango
LOS ANGELES DGO,35113,CE,44,Gómez Palacio,
EL SALITRE,35600,VI,43,Tepehuanes,
FIDEL VELAZQUEZ,35025,CE,42,Gómez Palacio,Gómez Palacio
LUZ DEL CARMEN,34164,IPP,38,Durango,Victoria de Durango
HIPODROMO,34270,IPP,37,Durango,Victoria de Durango
EJIDO NVO. GOMEZ,35025,CE,33,Gómez Palacio,Gómez Palacio
EL NAYAR,34303,IPP,32,Durango,
LA VIRGEN,34049,IN,32,Durango,Victoria de Durango
SANTA ROSA,35059,VO,30,Gómez Palacio,Gómez Palacio
SANTA ROSA,35059,VO,30,Gómez Palacio,Gómez Palacio
SANTA ROSA,35059,VO,30,Gómez Palacio,Gómez Palacio
SANTA ROSA,35059,VO,30,Gómez Palacio,Gómez Palacio
LA PEﾃ羨,34953,IPP,30,Pueblo Nuevo,
CENTRO,35000,VO,54,Gómez Palacio,Gómez Palacio
SAN ALBERTO,35015,CE,47,Gómez Palacio,Gómez Palacio
MADERO,35027,CE,45,Gómez Palacio,Gómez Palacio
22 DE FEBRERO,35238,CE,44,Mapimí,
CENTRO,35000,CE,44,Gómez Palacio,Gómez Palacio
EL COMPAS DGO,35118,CE,43,Gómez Palacio,
VALENTIN FOMEZ FARIAS,34010,CE,51,Durango,Victoria de Durango
RICARDO FLORES MAGON,35090,VI,49,Gómez Palacio,Gómez Palacio
ZONA CENTRO,35150,CE,46,Lerdo,Ciudad Lerdo
VELARDEﾃ羨,35810,CE,44,Cuencamé,
VELARDEﾃ羨 PUEBLO,35810,CE,44,Cuencamé,
SANTA MARIA,34050,IN,35,Durango,Victoria de Durango
SAUCES,35158,IN,40,Lerdo,Ciudad Lerdo
EL BARRO,35112,IPP,24,Gómez Palacio,
IGANCIO M ALTAMIRANO,34404,IN,21,Canatlán,
IGNACIO M ALTAMIRANO,34404,IN,21,Canatlán,
POBLADO IGNACIO ALTAMIRANO,34404,IN,21,Canatlán,
FIDEL VELAZQUEZ,35025,IPP,21,Gómez Palacio,Gómez Palacio
EL QUEMADO DGO,35118,IPP,19,Gómez Palacio,
FRANCISCO ZARCO,34210,IPP,18,Durango,Victoria de Durango
HIDALGO,34310,IN,12,Durango,
LOS ALAMOS,35020,VI,63,Gómez Palacio,Gómez Palacio
HECTOR MAYAGOITIA DOMINGUEZ,34010,VE,63,Durango,Victoria de Durango
BRITTINGHAM,35030,VI,60,Gómez Palacio,Gómez Palacio
CENTRO NORTE,35000,VI,57,Gómez Palacio,Gómez Palacio
INSURGENTES,34130,VE,57,Durango,Victoria de Durango
COL DEL VALLE,34130,CE,54,Durango,Victoria de Durango
HUIZACHE I,34160,CE,53,Durango,Victoria de Durango
FRACC LAS PLAYAS,34260,CE,53,Durango,Victoria de Durango
1 DE MAYO,34125,CE,52,Durango,Victoria de Durango
CHAVARRIA VIEJO EJIDO,34955,CE,51,Pueblo Nuevo,
ARMANDO DEL CASTILLO F.,35066,CE,51,Gómez Palacio,Gómez Palacio
ARMANDO DEL CASTILLO F.,35066,CE,51,Gómez Palacio,Gómez Palacio
ARMANDO DEL CASTILLO F.,35066,CE,51,Gómez Palacio,Gómez Palacio
ARMANDO DEL CASTILLO F.,35066,CE,51,Gómez Palacio,Gómez Palacio
MAYAGOITIA,34010,CE,51,Durango,Victoria de Durango
ZONA CENTRO,34890,VI,50,Vicente Guerrero,Vicente Guerrero
CENTRO3,35150,VI,50,Lerdo,Ciudad Lerdo
CENTRO,35150,VI,50,Lerdo,Ciudad Lerdo
LOPEZ PORTILLO,34010,CE,50,Durango,Victoria de Durango
HECTOR MAYAGOITIA,34010,CE,50,Durango,Victoria de Durango
ASENTAMIENTOS HUMANOS,34145,CE,49,Durango,Victoria de Durango
MORELOS,34940,IN,49,Pueblo Nuevo,El Salto
EL DORADO,35025,CE,48,Gómez Palacio,Gómez Palacio
BARRIO DE TIERRA BLANCA,34139,CE,48,Durango,Victoria de Durango
FRACC JARDINES DE DURANGO,34200,CE,48,Durango,Victoria de Durango
EJIDAL,34843,CE,47,Nombre de Dios,Nombre de Dios
JOSE REVUELTAS,34219,VI,45,Durango,Victoria de Durango
LOC 10 DE ABRIL,34647,CE,44,Santiago Papasquiaro,Santiago Papasquiaro
EL SALITRE,35600,VI,43,Tepehuanes,
309 A,34630,CE,43,Santiago Papasquiaro,Santiago Papasquiaro
FRACC. CANELAS,34290,CE,43,Durango,Victoria de Durango
LOC NIXTALPA,34840,VI,40,Nombre de Dios,Nombre de Dios
LOC DOLORES,35147,VI,38,Gómez Palacio,
COL CARLOS LUNA,34205,CE,38,Durango,Victoria de Durango
VALLE ORIENTE,34284,VI,38,Durango,Victoria de Durango
CENTRO,35000,VE,37,Gómez Palacio,Gómez Palacio
EL PUEBLO,34649,CE,37,Santiago Papasquiaro,Santiago Papasquiaro
EMILIANO ZAPATA,35153,CE,37,Lerdo,Ciudad Lerdo
VILLAS DEL GUADIANA II,34224,VI,36,Durango,Victoria de Durango
NVO IDEAL,34400,VI,35,Canatlán,
JARDINES DE SAN ANTONIO,34227,IPP,34,Durango,Victoria de Durango
NIﾃ前S HEROES,34043,IPT,33,Durango,Victoria de Durango
LOC MARTHA,35239,CE,32,Mapimí,
LUZ DEL CARMEN,34164,CE,31,Durango,Victoria de Durango
CENTRO,35800,IN,31,Cuencamé,
COL. LAS ENCINAS,34039,CE,29,Durango,Victoria de Durango
CINCO DE MAYO,35168,CE,51,Lerdo,Ciudad Lerdo
CAMPILLO SAENZ,35079,CE,47,Gómez Palacio,Gómez Palacio
CENTRO,35700,CE,41,Nazas,
CENTRO,35700,CE,41,Nazas,
REAL DEL MEZQUITAL,34199,CE,51,Durango,Victoria de Durango
CENTRO,35000,VI,32,Gómez Palacio,Gómez Palacio
SAUCES,35158,IN,40,Lerdo,Ciudad Lerdo
CENTRO,35000,VI,52,Gómez Palacio,Gómez Palacio
DOMINGO ARRIETA,34180,CE,45,Durango,Victoria de Durango
EL BARRO,35112,IPP,24,Gómez Palacio,
FIDEL VELAZQUEZ,35025,IPP,21,Gómez Palacio,Gómez Palacio
GUADALUPE VICTORIA,35044,IN,21,Gómez Palacio,Gómez Palacio
EL QUEMADO DGO,35118,IPP,19,Gómez Palacio,
HIDALGO,34310,IN,12,Durango,
LOS ALAMOS,35020,VI,63,Gómez Palacio,Gómez Palacio
HECTOR MAYAGOITIA DOMINGUEZ,34010,VE,63,Durango,Victoria de Durango
BRITTINGHAM,35030,VI,60,Gómez Palacio,Gómez Palacio
AZTECA,34190,VI,59,Durango,Victoria de Durango
CNOP,34646,VE,58,Santiago Papasquiaro,Santiago Papasquiaro
DOLORES DEL RIO,34188,CE,57,Durango,Victoria de Durango
DOLORES DEL RIOS,34188,VI,57,Durango,Victoria de Durango
CENTRO NORTE,35000,VI,57,Gómez Palacio,Gómez Palacio
INSURGENTES,34130,VE,57,Durango,Victoria de Durango
INSURGENTES,34130,VE,57,Durango,Victoria de Durango
J GPE RODRIGUEZ,34280,VE,55,Durango,Victoria de Durango
EL REFUGIO,35029,VI,55,Gómez Palacio,Gómez Palacio
22 DE SEPTIEMBRE,34000,CE,54,Durango,Victoria de Durango
HUIZACHE I,34160,CE,53,Durango,Victoria de Durango
FRACC LAS PLAYAS,34260,CE,53,Durango,Victoria de Durango
EMILIANO ZAPATA,34230,CE,53,Durango,Victoria de Durango
VILLA NAPOLES,35018,CE,52,Gómez Palacio,Gómez Palacio
EJIDO EL VERGELITO,35128,CE,52,Gómez Palacio,
EJIDO EL VERGELITO,35128,CE,52,Gómez Palacio,
EJIDO EL VERGELITO,35128,CE,52,Gómez Palacio,
EJIDO EL VERGELITO,35128,CE,52,Gómez Palacio,
LLANO GRANDE (POBLADO),34946,CE,51,Pueblo Nuevo,El Salto
SAN CARLOS,34168,CE,51,Durango,Victoria de Durango
FIDEL VELAZQUEZ II,34229,CE,51,Durango,Victoria de Durango
LA CIUDAD,34955,CE,51,Pueblo Nuevo,
SAN ISIDRO,34683,CE,51,San Dimas,
RINC HAMBURGO,35018,CE,51,Gómez Palacio,Gómez Palacio
CENTRO3,35150,VI,50,Lerdo,Ciudad Lerdo
CENTRO,35150,VI,50,Lerdo,Ciudad Lerdo
ZONA CENTRO,34000,VI,50,Durango,Victoria de Durango
CAMINOS DEL SOL,34236,IG,50,Durango,Victoria de Durango
FIDEL VELAZQUEZ I,34229,CE,50,Durango,Victoria de Durango
HECTOR MAYAGOITIA,34010,CE,50,Durango,Victoria de Durango
JARDINES DE CANCUN,34169,CE,50,Durango,Victoria de Durango
FIDEL VELAZQUEZ,35025,CE,49,Gómez Palacio,Gómez Palacio
EL DORADO,35025,CE,48,Gómez Palacio,Gómez Palacio
LOC. SAN JACINTO,35173,CE,48,Lerdo,
BARRIO DE TIERRA BLANCA,34139,CE,48,Durango,Victoria de Durango
LOC PASTOR ROUAIX,35133,CE,48,Gómez Palacio,
FRACC JARDINES DE DURANGO,34200,CE,48,Durango,Victoria de Durango
JOSE MA. MORELOS Y PAVON,34390,CE,47,Durango,
EJ CANDIDO AGUILAR,35134,CE,47,Gómez Palacio,
HECTOR MAYAGOYTIA,35060,CE,46,Gómez Palacio,Gómez Palacio
LUZ Y ESPERANZA,34017,CE,46,Durango,Victoria de Durango
LOS ALAMOS,35020,CE,46,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34000,VI,45,Durango,Victoria de Durango
FRACC. SAN ANGEL,35159,IN,45,Lerdo,Ciudad Lerdo
JOSE MARIA MORELOS Y PAVON,34197,IN,45,Durango,Victoria de Durango
LOC AHEDO,35106,CE,44,Gómez Palacio,
DOM. CONOCIDO EJ. 13 DE MARZO,35130,CE,44,Gómez Palacio,
EJ NOE,35136,CE,44,Gómez Palacio,
SILVESTRE REVUELTAS,34150,CE,44,Durango,Victoria de Durango
EL SALITRE,35600,VI,43,Tepehuanes,
309 A,34630,CE,43,Santiago Papasquiaro,Santiago Papasquiaro
CENTRO,35150,VI,42,Lerdo,Ciudad Lerdo
FIDEL VELAZQUEZ,35025,CE,42,Gómez Palacio,Gómez Palacio
CENTRO,35000,IN,40,Gómez Palacio,Gómez Palacio
VILLAS DEL GUADIANA III,34224,IPP,39,Durango,Victoria de Durango
LOC BRITTINGHAM,35130,CE,38,Gómez Palacio,
EL VERGEL,35120,CE,38,Gómez Palacio,
COL SANTA FE,34240,IPP,38,Durango,Victoria de Durango
LUZ DEL CARMEN,34164,IPP,38,Durango,Victoria de Durango
ABASOLO,35774,CE,37,Rodeo,
NVO IDEAL,34400,VI,35,Canatlán,
JARDINES DE SAN ANTONIO,34227,IPP,34,Durango,Victoria de Durango
JARDINES DE CANCUN,34167,IPP,33,Durango,Victoria de Durango
NIﾃ前S HEROES,34043,IPT,33,Durango,Victoria de Durango
NIﾃ前ES HEROES,34043,IPT,33,Durango,Victoria de Durango
HUIZACHE I,34160,CE,32,Durango,Victoria de Durango
EL NAYAR,34303,IPP,32,Durango,
LA VIRGEN,34049,IN,32,Durango,Victoria de Durango
LUZ DEL CARMEN,34164,CE,31,Durango,Victoria de Durango
CENTRO,35800,IN,31,Cuencamé,
DOM CON LA FERRERIA,34330,IPP,31,Durango,
SANTA ROSA,35059,VO,30,Gómez Palacio,Gómez Palacio
SANTA ROSA,35059,VO,30,Gómez Palacio,Gómez Palacio
SANTA ROSA,35059,VO,30,Gómez Palacio,Gómez Palacio
SANTA ROSA,35059,VO,30,Gómez Palacio,Gómez Palacio
LA PEﾃ羨,34953,IPP,30,Pueblo Nuevo,
NIﾃ前S HEROES SUR,34187,CE,29,Durango,Victoria de Durango
MIGUEL DE LA MADRID HURTADO,35015,VI,56,Gómez Palacio,Gómez Palacio
FILADELFIA,35010,VE,56,Gómez Palacio,Gómez Palacio
FRCC. FILADELFIA,35010,VI,54,Gómez Palacio,Gómez Palacio
CENTRO,35000,VO,54,Gómez Palacio,Gómez Palacio
EL DORADO,35025,CE,50,Gómez Palacio,Gómez Palacio
22 DE FEBRERO,35238,CE,44,Mapimí,
CENTRO,35000,CE,44,Gómez Palacio,Gómez Palacio
EL COMPAS DGO,35118,CE,43,Gómez Palacio,
CENTRO,35700,CE,41,Nazas,
CENTRO,35700,CE,41,Nazas,
VALENTIN FOMEZ FARIAS,34010,CE,51,Durango,Victoria de Durango
IGNACIO ALLENDE,34723,VI,35,Guadalupe Victoria,
RICARDO FLORES MAGON,35090,VI,49,Gómez Palacio,Gómez Palacio
ZONA CENTRO,35150,CE,46,Lerdo,Ciudad Lerdo
VELARDEﾃ羨,35810,CE,44,Cuencamé,
VELARDEﾃ羨 PUEBLO,35810,CE,44,Cuencamé,
REAL DEL MEZQUITAL,34199,CE,51,Durango,Victoria de Durango
SANTA MARIA,34050,IN,35,Durango,Victoria de Durango
SAN ISIDRO,35156,VI,62,Lerdo,Ciudad Lerdo
AMPL. SANTA ROSA,35047,IPP,47,Gómez Palacio,Gómez Palacio
CENTRO,35000,VI,52,Gómez Palacio,Gómez Palacio
FRACC. CERRO LINDO,35049,CE,49,Gómez Palacio,Gómez Palacio
FRACC SILVESTRE REVUELTAS,34131,VI,51,,
ZONA CENTRO,34000,IN,23,Durango,Victoria de Durango
POBLADO IGNACIO ALTAMIRANO,34404,IN,21,Canatlán,
COL. SANTA MARIA,34050,VI,68,Durango,Victoria de Durango
EL DORADO,35025,VI,63,Gómez Palacio,Gómez Palacio
LOS ALAMOS,35020,VI,63,Gómez Palacio,Gómez Palacio
JOSE ANGEL LEAL,34206,VI,61,Durango,Victoria de Durango
BRITTINGHAM,35030,VI,60,Gómez Palacio,Gómez Palacio
AZTECA,34190,VI,59,Durango,Victoria de Durango
FRACC. JARDINES DE DURANGO,34200,VI,57,Durango,Victoria de Durango
DOLORES DEL RIOS,34188,VI,57,Durango,Victoria de Durango
CENTRO NORTE,35000,VI,57,Gómez Palacio,Gómez Palacio
FRACC LAS PLAYAS,34260,CE,53,Durango,Victoria de Durango
1 DE MAYO,34125,CE,52,Durango,Victoria de Durango
LLANO GRANDE (POBLADO),34946,CE,51,Pueblo Nuevo,El Salto
SAN CARLOS,34168,CE,51,Durango,Victoria de Durango
LA CIUDAD,34955,CE,51,Pueblo Nuevo,
FRACC. TORREMOLINOS,35015,CE,51,Gómez Palacio,Gómez Palacio
RINC HAMBURGO,35018,CE,51,Gómez Palacio,Gómez Palacio
CENTRO,35150,VI,50,Lerdo,Ciudad Lerdo
